identifier, premises_name, premises_number, premises_category, application_date, psu_registration_number, supervising_pharmacist, district, region, street_or_road
649, Healthcare Pharmacy - Mbale, NDA/PRE/WHP/2043, Wholesale Pharmacy, 22/02/2018, 871, SHARON ATIM, MBALE, Eastern Region - Tororo, Naboa Rd
650, Healthcure pharmaceuticals ltd, NDA/PRE/WHP/2744, Wholesale Pharmacy, 12/12/2017, 1115, SIMON IROGO, Kitgum, Northern Region - Lira, JANAN LUWUM STREET
651, Healthline Pharmaceuticals Ltd, NDA/PRE/RTP/0068, Retail Pharmacy, 10/11/2017, 345, PRIINSLOO GULMIRA, KAMPALA, Central Region - Nakawa,  Waswa Zone, Makindye
652, HEALTHPLUS PHARMA (U) LTD, NDA/PRE/WHP/2581, Wholesale Pharmacy, 05/12/2017, 1130, KENNETH MAWEJJE, WAKISO, Central Region - Nakawa, MITYANA ROAD
653, HEALTHPLUS PHARMA (U) LTD FORMERLY ELIMMA, NDA/PRE/RTP/1421, Retail Pharmacy, 13/12/2017, 517, Emma Kikundwa, KAMPALA, Central Region - Nakawa, MASAKA ROAD
654, HEALTHPLUS PHARMA (U) LTD FORMERLY MKDIL, NDA/PRE/RTP/1009, Retail Pharmacy, 05/12/2017, 1130, KENNETH MAWEJJE, KAMPALA, Central Region - Nakawa, JAKANA
655, Healthy Entrepreneurs Uganda, NDA/PRE/EXT/2472, External Store, 19/12/2017, 1125, ANDREW SINGE, KAMPALA, Central Region - Nakawa, 5th Street Industrial Area
656, Healthy Entrepreneurs Uganda, NDA/PRE/WHP/2182, Wholesale Pharmacy, 08/11/2017, 1125, ANDREW SINGE, KAMPALA, Central Region - Nakawa, 5th Street Industrial Area
657, HEARTLAND PHARMACY, NDA/PRE/RTP/2657, Retail Pharmacy, 08/12/2017, 1147, Claire Nasaazi, LUWERO, Central Region - Nakawa, GULU HIGHWAY
658, Hefra Pharmacy (Formerly Guardian Health Ltd), NDA/PRE/RTP/0497, Retail Pharmacy, 15/11/2017, 1016, Rogers Bbosa, KAMPALA, Central Region - Nakawa, Luthuli Close
659, Hem Pharmaceuticals Ltd, NDA/PRE/RTP/0430, Retail Pharmacy, 08/11/2017, 345, PRIINSLOO GULMIRA, KAMPALA, Central Region - Nakawa, Trading Centre
660, HIGHER LIFE PHARMACY, NDA/PRE/RTP/1098, Retail Pharmacy, 24/11/2017, 731, ALEX SANDE, MBALE, Eastern Region - Tororo, Clock Tower
661, HISTO  CLEAR DIAGNOSTIC SUPPLIES LTD, NDA/PRE/MDV/3475, Medical Devices, 18/05/2018, 31392, SHUBEIKA KAKOOZA, WAKISO, Central Region - Nakawa, ENTEBBE ROAD
662, HOJE PHARMACY, NDA/PRE/RTP/2816, Retail Pharmacy, 24/01/2018, 1101, DIANA ARIONGET, KAMPALA, Central Region - Nakawa, NAMUGOONA
663, HOLLY FACE OF JESUS PHARMACY, NDA/PRE/RTP/0490, Retail Pharmacy, 11/05/2018, 373, JUSTINE NAKANDI, KAMPALA, Central Region - Nakawa, KABEGA ROAD
664, HOMELAND CARE PHARMACY, NDA/PRE/RTP/1108, Retail Pharmacy, 11/10/2018, 1301, MARSDEN WAGUBI, Bugiri, South Eastern Region - Jinja, IGANGA-TORORO HIGHWAY
665, HOMELAND PHARMACEUTICALS, NDA/PRE/WHP/2640, Wholesale Pharmacy, 30/09/2018, 475, GRACE AJULONG, SOROTI, Eastern Region - Tororo, GWERI ROAD
666, Hope Pharmacy, NDA/PRE/RTP/1434, Retail Pharmacy, 08/08/2018, 429, IDUSSO CHEMERI, WAKISO, Central Region - Nakawa, Entebbe Rd
667, HORIZON PHARMACEUTICALS (U) LTD, NDA/PRE/RTP/1319, Retail Pharmacy, 07/12/2017, 767, Joseph Ssebwana, Koboko, West Nile Region - Arua, Transport Rd
668, HORIZON PHARMACEUTICALS (U) LTD, NDA/PRE/WHP/1320, Wholesale Pharmacy, 07/12/2017, 767, Joseph Ssebwana, Koboko, West Nile Region - Arua, Transport Rd
669, Horizon Pharmaceuticals (U) Ltd, NDA/PRE/WHP/1968, Wholesale Pharmacy, 15/11/2017, 853, Charles Onigo, Arua, West Nile Region - Arua, Piadha Town Council
670, HORIZON PHARMACEUTICALS LTD, NDA/PRE/WHP/1285, Wholesale Pharmacy, 31/10/2017, 853, Charles Onigo, Adjumani, West Nile Region - Arua, Wani Road
671, Horris Pharmacy, NDA/PRE/RTP/1554, Retail Pharmacy, 04/12/2017, 1131, SANDRA MIREMBE, KAMPALA, Central Region - Nakawa, Kinawataka Rd
672, HORSENS UGANDA LIMITED, NDA/PRE/MDV/2133, Medical Devices, 10/11/2017, 20807, Robert Kawesa, WAKISO, Central Region - Nakawa, Kira Rd
673, HOSPAL CARE PHARMACY (U) LIMITED, NDA/PRE/RTP/3357, Retail Pharmacy, 28/03/2018, 1226, JOYCE MWEBAZA, WAKISO, Central Region - Nakawa, LUGOBA
674, HOSPICE AFRICA  UGANDA LIMITED, NDA/PRE/PMA/2382, Pharmaceutical Manufacturer A, 06/02/2018, 422, Christopher Ntege, KAMPALA, Central Region - Nakawa, Mobutu Road, Makindye
675, HOSPILINE UGANDA LIMITED, NDA/PRE/MDV/2331, Medical Devices, 09/04/2018, 218979, Saad Waigonda, KAMPALA, Central Region - Nakawa, Nkrumah Road
676, House of holy family Ltd, NDA/PRE/RTP/0863, Retail Pharmacy, 15/11/2017, 894, RAYMOND MUJABI, Rakai, South Western Region - Mbarara, Old Masaka
677, HUMAN DIAGNOSTICS (UGANDA) LIMITED, NDA/PRE/MDV/2208, Medical Devices, 22/12/2017, 13798, POLLYCARP RWANDEKEYE, KAMPALA, Central Region - Nakawa, Kamwokya Rd
678, HUMNET PHARMA (U) LTD, NDA/PRE/RTP/1524, Retail Pharmacy, 25/04/2018, 1212, MATHEW KWIZERA, Bugiri, South Eastern Region - Jinja, TORORO HIGHWAY
679, HUMNET PHARMA (U) LTD, NDA/PRE/WHP/1269, Wholesale Pharmacy, 09/01/2018, 643, ERIC  UWIDUHAYE, TORORO, Eastern Region - Tororo, Bazaar Street
680, HUMNET PHARMA (U) LTD, NDA/PRE/WHP/1525, Wholesale Pharmacy, 24/11/2017, 718, Patrick Kwizera, Bugiri, South Eastern Region - Jinja, TORORO HIGHWAY
681, HUMNET PHARMA (U) LTD - BUSIA, NDA/PRE/WHP/2047, Wholesale Pharmacy, 04/10/2018, 1212, MATHEW KWIZERA, BUSIA, Eastern Region - Tororo, JINJA ROAD
682, HUMNET PHARMA (U) LTD - Jinja Road - BUSIA, NDA/PRE/RTP/2051, Retail Pharmacy, 15/08/2018, 1284, ANDREW LEKE, BUSIA, Eastern Region - Tororo, JINJA ROAD
683, HUMNET PHARMA (U) LTD - TORORO, NDA/PRE/RTP/1270, Retail Pharmacy, 30/04/2018, 1171, EVELYN ENUMU, TORORO, Eastern Region - Tororo, Bazaar Street
684, HUTCHINSON CENTRE RESEARCH INSTITUTE OFUGANDA, NDA/PRE/MDV/3637, Medical Devices, 02/08/2018, 11772, Lazarus Okoche, KAMPALA, Central Region - Nakawa, Upper Mulago hill Road
685, I.Z Pharmaceuticals Ltd, NDA/PRE/RTP/2216, Retail Pharmacy, 01/12/2017, 318, William Mutabazi, WAKISO, Central Region - Nakawa, Kiteezi
686, IBANDA MEDICARE PHARMACY, NDA/PRE/RTP/1844, Retail Pharmacy, 13/11/2017, 527, JONANS TUSIMIRE, Ibanda, South Western Region - Mbarara, High Street
687, Icon Pharmacy Ltd, NDA/PRE/RTP/0125, Retail Pharmacy, 30/12/2017, 480, ANNE NABACHWA, KAMPALA, Central Region - Nakawa, Katalima Rd
688, Icon Pharmacy Ltd, NDA/PRE/RTP/0387, Retail Pharmacy, 29/12/2017, 981, Oliver Nambuusi, KAMPALA, Central Region - Nakawa, Martyr's Rd
689, IGANGA CHEMISTS LTD, NDA/PRE/RTP/1109, Retail Pharmacy, 17/11/2017, 724, David Masembe, Iganga, South Eastern Region - Jinja, OBOJA RD OPP TAXI PARK
690, IGAR (U) LTD PHARMACY, NDA/PRE/RTP/2551, Retail Pharmacy, 25/10/2017, 1078, Carolyne Namutebi, KAMPALA, Central Region - Nakawa, KASATO ROAD
691, Igar Pharmaceuticals Ltd, NDA/PRE/RTP/1037, Retail Pharmacy, 07/12/2017, 434, WILLIAM OLUM, Jinja, South Eastern Region - Jinja, Kyabazinga Way
692, IGAR PHARMACY, NDA/PRE/RTP/2064, Retail Pharmacy, 22/11/2017, 854, REBECCA YATUKINGA, Jinja, South Eastern Region - Jinja, Main Street
693, IITIS HEALTHCARE LIMITED, NDA/PRE/RTP/0293, Retail Pharmacy, 08/02/2018, 1074, Gertrude Mutumba, KAMPALA, Central Region - Nakawa, ENTEBBE ROAD
694, IKANZA PHARMACY, NDA/PRE/RTP/1024, Retail Pharmacy, 07/12/2017, 880, JOEL KAWALYA, Mayuge, South Eastern Region - Jinja, Bugadde Road
695, ILY Pharmaceutcals Ltd, NDA/PRE/RTP/1353, Retail Pharmacy, 01/12/2017, 343, NATALIE NABBIMBA, KAMPALA, Central Region - Nakawa, William Street
696, IMG PHARMACEUTICAL LIMITED, NDA/PRE/WHP/1675, Wholesale Pharmacy, 29/11/2017, 971, CHARITY MUBEEZI, KAMPALA, Central Region - Nakawa, St. Barnabus Rd
697, IMPULSE PHARMACY, NDA/PRE/RTP/2567, Retail Pharmacy, 11/12/2017, 969, Joseph Makoha, WAKISO, Central Region - Nakawa, ENTEBBE
698, INA PHARMACY, NDA/PRE/RTP/1981, Retail Pharmacy, 29/06/2018, 1290, NALULE NAMUTALE, Jinja, South Eastern Region - Jinja, GOKHALE ROAD
699, INDUSTRIAL HEMP-UGANDA LIMITED, NDA/PRE/PMB/3763, Pharmaceutical Manufacturer B, 16/10/2018, 435, GLADYS TUGUME, KAMPALA, Central Region - Nakawa, DR.SEMBEGUYA ROAD
700, Infectious Diseases Research collaboration, NDA/PRE/EXT/3428, External Store, 25/04/2018, 557, Opira Bishop, MBALE, Eastern Region - Tororo, Masaba Road
701, INTER-FARM PHARMACY LTD, NDA/PRE/RTP/0065, Retail Pharmacy, 13/11/2017, 587, Innocent Asiimwe, KAMPALA, Central Region - Nakawa, NAKIVUBO PLACE
702, International Hospital Kampala Pharmacy, NDA/PRE/RTP/3514, Retail Pharmacy, 07/06/2018, 1011, Nakkazi Nakato, KAMPALA, Central Region - Nakawa, St. Barnabas Road
703, IQRA Pharmaceuticals Ltd, NDA/PRE/RTP/0959, Retail Pharmacy, 17/11/2017, 567, Dorothy Namuganga, KAMPALA, Central Region - Nakawa, Kawempe Town
704, IQRA Pharmaceuticals Ltd, NDA/PRE/WHP/0958, Wholesale Pharmacy, 17/11/2017, 684, STELLA NAKABUGO, KAMPALA, Central Region - Nakawa, Kawempe Town
705, IRIS PHARMACY, NDA/PRE/RTP/2076, Retail Pharmacy, 23/11/2017, 1110, Daniel Byawaka, Jinja, South Eastern Region - Jinja, Ntenga Rd
706, J & T Pharmaceuticals Ltd- Human, NDA/PRE/WHP/0978, Wholesale Pharmacy, 05/12/2017, 804, Allen Basiima, KAMPALA, Central Region - Nakawa, Bukoto Street
707, J.A.Y Pharmacy, NDA/PRE/RTP/0392, Retail Pharmacy, 30/10/2017, 818, Henry Mpiima, WAKISO, Central Region - Nakawa, Entebbe Rd
708, J.P IMPEX PHARMACY (U) LTD, NDA/PRE/WHP/1028, Wholesale Pharmacy, 02/08/2018, 1178, Zainah Babirye, Iganga, South Eastern Region - Jinja, OBOJA ROAD
709, J.P.IMPEX PHARMACY (U) LIMITED, NDA/PRE/WHP/1452, Wholesale Pharmacy, 11/12/2017, 466, TIMOTHY BATUWA, Jinja, South Eastern Region - Jinja, ALDINA ROAD
710, Jadogab Pharmacy, NDA/PRE/RTP/0993, Retail Pharmacy, 29/12/2017, 580, Eleth Nyirankusi, KAMPALA, Central Region - Nakawa, Bahai Rd
711, JAKA JEX PHARMACY, NDA/PRE/WHP/0655, Wholesale Pharmacy, 28/06/2018, 539, ALLAN BAKKUSUBA, Ntungamo, South Western Region - Mbarara, MUHANGI ROAD
712, JALARAM PHARMA LIMITED, NDA/PRE/EXT/2464, External Store, 28/11/2017, 960, William Eriwala, Jinja, South Eastern Region - Jinja, SCINDIA ROAD
713, JALARAM PHARMA LIMITED, NDA/PRE/WHP/1042, Wholesale Pharmacy, 14/11/2017, 544, FLORENCE NAMUGERE, Iganga, South Eastern Region - Jinja, Wagoina Rd
714, JALARAM PHARMA LTD, NDA/PRE/WHP/1054, Wholesale Pharmacy, 24/11/2017, 1890, JOHN KOWITI, Buikwe, South Eastern Region - Jinja, NTENGA ROAD
715, JALARAM PHARMA LTD, NDA/PRE/WHP/1413, Wholesale Pharmacy, 13/06/2018, 808, SULAH BALIKUNA, Mukono, South Eastern Region - Jinja, KAMPALA-JINJA HIGHWAY
716, JAM LABORATORY SUPPLIES LTD, NDA/PRE/MDV/3368, Medical Devices, 04/04/2018, 31091, SOOKA SHAFIQ, KAMPALA, Central Region - Nakawa, PLOT 8 WILSON STREET
717, JAMII PHARMACY, NDA/PRE/RTP/2720, Retail Pharmacy, 26/10/2017, 1109, MELVIN BYARUHANGA, MUBENDE, Western Region - Hoima, HABIB ROAD
718, JANI'S BONE CARE CO LIMITED, NDA/PRE/MDV/2237, Medical Devices, 29/01/2018, 79837, NESTERIO MUBANGUZI, KAMPALA, Central Region - Nakawa, Kamwokya
719, JARINA MEDICAL SUPPLIES & LOGISTICS, NDA/PRE/WHP/2511, Wholesale Pharmacy, 07/12/2017, 1060, KAFERO, WAKISO, Central Region - Nakawa, KAWANDA
720, JARINA MEDICAL SUPPLIES & LOGISTICS (FMR REA), NDA/PRE/RTP/0785, Retail Pharmacy, 16/11/2017, 1056, Achol Erienyu, KAMPALA, Central Region - Nakawa, Kisugu Rd
721, JARINA PHARMACY, NDA/PRE/RTP/3429, Retail Pharmacy, 25/04/2018, 1167, HOPE NINSIIMA, WAKISO, Central Region - Nakawa, ALONG KIWOKO ROAD
722, Jary Pharmacy - Mbale, NDA/PRE/RTP/1251, Retail Pharmacy, 24/08/2018, 1284, ANDREW LEKE, MBALE, Eastern Region - Tororo, KUMI ROAD
723, JASMITHA PHARMACY, NDA/PRE/RTP/1315, Retail Pharmacy, 16/04/2018, 1253, OMOIT HERBERT, Arua, West Nile Region - Arua, Avenue Road
724, Jasmitha Pharmacy Ltd, NDA/PRE/WHP/1316, Wholesale Pharmacy, 16/11/2017, 824, WILLY NKAMBO, Arua, West Nile Region - Arua, Amuni Rd
725, Jaspharm Pharmacy, NDA/PRE/RTP/1661, Retail Pharmacy, 28/11/2017, 1007, JAMES JIBI, WAKISO, Central Region - Nakawa, Opp Shell Petrol Station
726, Jazz Medix (U) Ltd, NDA/PRE/RTP/0436, Retail Pharmacy, 02/01/2018, 319, Musoke Willy, KAMPALA, Central Region - Nakawa, William Street
727, Jazz Medix (U) Ltd, NDA/PRE/WHP/0435, Wholesale Pharmacy, 29/01/2018, 1118, JOSEPH KAGUMBA, KAMPALA, Central Region - Nakawa, William Street
728, JB Pharmaceuticals Ltd, NDA/PRE/RTP/0328, Retail Pharmacy, 23/07/2018, 1134, MUGISA KENNETH, KAMPALA, Central Region - Nakawa, Kafumbe Mukasa Rd
729, JB PHARMACEUTICALS LTD, NDA/PRE/RTP/3074, Retail Pharmacy, 03/01/2018, 337, PATRICK SSEMANGO, KAMPALA, Central Region - Nakawa, K036/K190 KAFUMBE MUKASA RD
730, JEET PHARMACEUTICALS LIMITED, NDA/PRE/WHP/1647, Wholesale Pharmacy, 07/11/2017, 972, Singh Parminder, KAMPALA, Central Region - Nakawa, Opp UMA Show Ground
731, Jeklaw Pharmacy Ltd, NDA/PRE/RTP/1577, Retail Pharmacy, 10/11/2017, 1104, Claire Banura, WAKISO, Central Region - Nakawa, Masajja Rd
732, Jemimah Pharmacy Ltd, NDA/PRE/RTP/2132, Retail Pharmacy, 17/05/2018, 1170, PEACE ALINDA, WAKISO, Central Region - Nakawa, Nansana
733, Jena Pharmacy, NDA/PRE/RTP/0514, Retail Pharmacy, 08/05/2018, 976, GRACE NAIKAZI, KAMPALA, Central Region - Nakawa, KISAASI-KYANJA RD
734, Jenik Pharmacy, NDA/PRE/RTP/1840, Retail Pharmacy, 28/11/2017, 661, Rashidah Nazziwa, WAKISO, Central Region - Nakawa, Jjanda Rd
735, JEREMY MJB PHARMACEUTICALS LTD, NDA/PRE/RTP/1041, Retail Pharmacy, 08/12/2017, 707, ALEX MUGASA, Jinja, South Eastern Region - Jinja, Spire Road
736, Jesken Pharmacy Limited, NDA/PRE/RTP/1544, Retail Pharmacy, 30/12/2017, 873, EDDIE BAKIIKA, KAMPALA, Central Region - Nakawa, Gayaza Rd
737, JINJA CONSOLIDATED PHARMACY, NDA/PRE/RTP/1982, Retail Pharmacy, 06/02/2018, 1078, Carolyne Namutebi, Jinja, South Eastern Region - Jinja, Clive Road
738, JIWCO PHARMACY, NDA/PRE/RTP/1090, Retail Pharmacy, 27/02/2018, 520, PONTIANO JJUMBA, MBALE, Eastern Region - Tororo, PALLISA ROAD
739, JKabs Holdings Ltd, NDA/PRE/RTP/1913, Retail Pharmacy, 14/05/2018, 865, KEVIN JUMA, KAMPALA, Central Region - Nakawa, Entebbe Rd
740, JM PHARMACY, NDA/PRE/RTP/2796, Retail Pharmacy, 05/04/2018, 1219, JAMIRU MUGERWA, KAMPALA, Central Region - Nakawa, STREET
741, JOAN AND MULONDO FAMILY PHARMACY LTD, NDA/PRE/WHP/2521, Wholesale Pharmacy, 12/11/2017, 1151, BRUNO OKIROR, PALLISA, Eastern Region - Tororo, OUTA ROAD
742, Jocina Pharmacy, NDA/PRE/RTP/0452, Retail Pharmacy, 28/11/2017, 482, VICTORIA NAKIGANDA, KAMPALA, Central Region - Nakawa, Old Masaka Rd
743, Joez Pharmacy Ltd, NDA/PRE/RTP/0707, Retail Pharmacy, 08/12/2017, 945, Solomon Lwanga, KAMPALA, Central Region - Nakawa, Old Kiira Rd
744, Joint Medical Store, NDA/PRE/EXT/2392, External Store, 12/10/2017, 450, Joanita Namutebi, KAMPALA, Central Region - Nakawa, Old Gabba Rd
745, JOINT MEDICAL STORE, NDA/PRE/WHP/1880, Wholesale Pharmacy, 21/12/2017, 985, Christopher Odongo, Arua, West Nile Region - Arua, Road
746, JOINT MEDICAL STORE (UPMB - UCMB), NDA/PRE/WHP/0046, Wholesale Pharmacy, 09/10/2017, 865, KEVIN JUMA, KAMPALA, Central Region - Nakawa, Gogonya Rd
747, JOINT MEDICAL STORES-RUHARO, MBARARA, NDA/PRE/WHP/1928, Wholesale Pharmacy, 09/10/2017, 847, THEOPHILE TUYISHIMIRE, Mbarara, South Western Region - Mbarara, Kashari Hill
748, Joint Pharmacy, NDA/PRE/RTP/2364, Retail Pharmacy, 17/04/2018, 1261, KENNETH SSOZI, KAMPALA, Central Region - Nakawa, Gayaza Rd
749, JOINT SUPPLIES U LTD, NDA/PRE/MDV/3307, Medical Devices, 07/03/2018, not applicable, RICHARD NKUSA, KAMPALA, Central Region - Nakawa, OPP KCCA OFFICE, KYAGGWE RD
750, Jolis Pharmacy, NDA/PRE/RTP/0897, Retail Pharmacy, 06/12/2017, 1096, JULIUS AGABA, KAMPALA, Central Region - Nakawa, Kanyanya
751, JOLMAC PHARMACY, NDA/PRE/RTP/1327, Retail Pharmacy, 04/09/2018, 1083, Sandra Namunana, WAKISO, Central Region - Nakawa, Jinja Rd
752, Jonarch Pharmacy Ltd, NDA/PRE/RTP/0199, Retail Pharmacy, 11/12/2017, 487, CAROLINE ABALO, WAKISO, Central Region - Nakawa, Naalya-Namugongo Rd
753, Jope Pharmaceuticals Ltd, NDA/PRE/RTP/0349, Retail Pharmacy, 28/11/2017, 348, Kalyango Pater, KAMPALA, Central Region - Nakawa, Trading Centre
754, Jopeem Pharmacy & Health Care, NDA/PRE/RTP/1207, Retail Pharmacy, 23/10/2017, 525, WILLIAM KALULE, WAKISO, Central Region - Nakawa, Nalumunye Rd
755, JOPEEM PHARMACY AND HEALTH CARE CENTER LIMITED, NDA/PRE/RTP/0363, Retail Pharmacy, 23/10/2017, 525, WILLIAM KALULE, WAKISO, Central Region - Nakawa, Trading Center
756, Jordan Enterprises Ltd, NDA/PRE/RTP/0078, Retail Pharmacy, 28/11/2017, 746, LORRAINE NABBANJA, KAMPALA, Central Region - Nakawa, Jinja Road
757, JORITAH PHARMACY LTD, NDA/PRE/RTP/2093, Retail Pharmacy, 17/04/2018, 1260, GEORGE SSEKIWUNGA, WAKISO, Central Region - Nakawa, NGOBE
758, Jorum Pharmaceuticals Ltd, NDA/PRE/RTP/2901, Retail Pharmacy, 03/01/2018, 530, JONATHAN MUGABI, WAKISO, Central Region - Nakawa, 12 Miles, Bombo Road
759, JORUM PHARMACUETICALS LTD, NDA/PRE/RTP/0789, Retail Pharmacy, 17/11/2017, 927, Vicent Kyagaba, KAMPALA, Central Region - Nakawa, Bombo Rd
760, Josam Pharmacy, NDA/PRE/RTP/0790, Retail Pharmacy, 16/11/2017, 439, Josephine  Kairu, KAMPALA, Central Region - Nakawa, Kira Rd
761, JOSE DEVELOPMENT LIMITED, NDA/PRE/WHP/0646, Wholesale Pharmacy, 08/11/2017, 591, Atino Carmen, KAMPALA, Central Region - Nakawa, Nakivubo green Rd
762, Jose Development Ltd, NDA/PRE/EXT/2283, External Store, 12/02/2018, 591, Atino Carmen, KAMPALA, Central Region - Nakawa, Nateete
763, Josh Concepts (U) Ltd, NDA/PRE/RTP/0225, Retail Pharmacy, 10/11/2017, 965, FREDRICK KIGOZI, KAMPALA, Central Region - Nakawa, Bombo Rd
764, Josh Concepts (U) Ltd, NDA/PRE/WHP/1393, Wholesale Pharmacy, 09/11/2017, 994, Frank Ssentamu, KAMPALA, Central Region - Nakawa, Bombo Rd
765, Josh Pharmacy - Namuwongo, NDA/PRE/RTP/0515, Retail Pharmacy, 21/05/2018, 1247, PETER NSUBUGA, KAMPALA, Central Region - Nakawa, Namuwongo Rd
766, JOSLAN HUMOVET PHARMACY LTD, NDA/PRE/RTP/3758, Retail Pharmacy, 12/10/2018, 757, JOHN OBORE, KUMI, Eastern Region - Tororo, MARKET STREET - TOWN
767, JOSO PHARMACY, NDA/PRE/RTP/1261, Retail Pharmacy, 13/12/2017, 344, JOSEPH MANGUSHO, MBALE, Eastern Region - Tororo, PALLISA ROAD - MBALE
768, Jousi Pharmacy Ltd, NDA/PRE/RTP/1635, Retail Pharmacy, 07/08/2018, 567, DOROTHY NAMUGANGA, KAMPALA, Central Region - Nakawa, Bombo Road
769, JOY & PEACE PHARMA LTD, NDA/PRE/RTP/2102, Retail Pharmacy, 22/08/2018, 275, STELLA NANDIYI, WAKISO, Central Region - Nakawa, Trading center
770, Joy Pharmacy Ltd, NDA/PRE/RTP/1705, Retail Pharmacy, 12/12/2017, 441, RONALD KIGUBA, KAMPALA, Central Region - Nakawa, Seguku T/C
771, Joy Pharmacy Ltd, NDA/PRE/RTP/2179, Retail Pharmacy, 24/01/2018, 508, COLLIN SEMAKULA, KAMPALA, Central Region - Nakawa, Entebbe Rd
772, J-PLUS PHARMACY, NDA/PRE/RTP/1103, Retail Pharmacy, 23/08/2018, 730, MARY ATIM, MBALE, Eastern Region - Tororo, NORTH ROAD
773, JS Remedy Pharmaceuticals, NDA/PRE/WHP/1598, Wholesale Pharmacy, 30/11/2017, 844, Nakamya Petranilla, KAMPALA, Central Region - Nakawa, Sir Apollo Kagwa Rd
774, JUBAILI AGROTEC LIMITED, NDA/PRE/WHP/2341, Wholesale Pharmacy, 20/11/2017, 1022, Mercy Tenywa, KAMPALA, Central Region - Nakawa, Kakoma Rd
775, Juliz Pharmacy Ltd, NDA/PRE/RTP/1987, Retail Pharmacy, 19/01/2018, 602, UTHUMAN KIRYOWA, KAMPALA, Central Region - Nakawa, Busabala Rd
776, JULKO PHARMACEUTICALS (U) LIMITED, NDA/PRE/WHP/0952, Wholesale Pharmacy, 05/01/2018, 372, John Gatare, Kiryandongo, Western Region - Hoima, TOWN
777, K FRANK PHARMACEUTICALS LTD, NDA/PRE/WHP/2739, Wholesale Pharmacy, 20/10/2017, 581, Paul Ucakacon, MASAKA, Central Region - Nakawa, KAMPALA ROAD
778, K. C. PHARMACY & COSMETICS LTD, NDA/PRE/WHP/2618, Wholesale Pharmacy, 20/11/2017, 1001, NICHOLAS MUKASA, Lyantonde, South Western Region - Mbarara, MAIN
779, K.H Pharmacy, NDA/PRE/RTP/1819, Retail Pharmacy, 11/01/2018, 1129, LUZZA BONNY, Buikwe, South Eastern Region - Jinja, Kampala-Jinja Highway
780, K.K Pharmacy Ltd, NDA/PRE/WHP/2365, Wholesale Pharmacy, 21/11/2017, 937, Robert Muhiire, MASAKA, Central Region - Nakawa, Masaka
781, K.S. VET PHARMACY LIMITED, NDA/PRE/RTP/0124, Retail Pharmacy, 24/10/2017, 417, SAMUEL SENDAGALA, KAMPALA, Central Region - Nakawa, Nakivubo Plaza
782, KAATIS (U) LIMITED, NDA/PRE/MDV/2654, Medical Devices, 08/12/2017, 7916, NABAWANUKA, KAMPALA, Central Region - Nakawa, None
783, KABANA INVESTMENT PHARMACY LTD, NDA/PRE/RTP/1060, Retail Pharmacy, 27/11/2017, 693, PETER MASWERE, Mukono, South Eastern Region - Jinja, House
784, KABWOHE PHARMACY, NDA/PRE/RTP/0671, Retail Pharmacy, 23/10/2017, 523, TIMOTHY NUWAGABA, Sheema, South Western Region - Mbarara, Mbarara-Ishaka Highway
785, Kadic Pharmacy - Nakulabye, NDA/PRE/RTP/0579, Retail Pharmacy, 21/12/2017, 992, Jude Ssebuliba, KAMPALA, Central Region - Nakawa, Makerere Hill Rd
786, KAGLON MEDICAL SUPPLIES LTD, NDA/PRE/WHP/0246, Wholesale Pharmacy, 13/11/2017, 1022, GLADYS TENYWA, WAKISO, Central Region - Nakawa, Kiira Town Council
787, KAIYUANTANG (U) LIMITED, NDA/PRE/WHP/1617, Wholesale Pharmacy, 28/02/2018, 367, JAMES TAMALE, KAMPALA, Central Region - Nakawa, Gloucester Avenue
788, KAKAMA PHARMACEUTICALS LIMITED, NDA/PRE/WHP/1153, Wholesale Pharmacy, 09/11/2017, 644, GODFREY LUBOWA, MUBENDE, Western Region - Hoima, OPPOSITE TAXI PARK
789, Kakanyero Enterprises Pharmaceuticals, NDA/PRE/RTP/0264, Retail Pharmacy, 01/12/2017, 462, MESHACK MAGHANGA, Gulu, Northern Region - Lira, Bank Lane
790, KAKANYERO ENTERPRISES PHARMACEUTICALS, NDA/PRE/WHP/0263, Wholesale Pharmacy, 01/12/2017, 462, MESHACK MAGHANGA, Gulu, Northern Region - Lira, Bank Lane
791, Kakanyero Pharmaceuticals, NDA/PRE/EXT/3556, External Store, 26/06/2018, 462, Maghanga Meshack, Gulu, Northern Region - Lira, Bank Lane Gulu
792, KALAX PHARMACY LTD, NDA/PRE/WHP/1066, Wholesale Pharmacy, 18/11/2017, 901, PHIONA NABAGGALA, Kamuli, South Eastern Region - Jinja, Kataro Road
793, Kalen Clinic Pharmacy, NDA/PRE/RTP/0066, Retail Pharmacy, 24/11/2017, 641, HERBERT BUSH, KAMPALA, Central Region - Nakawa, Kibuye Zone 1
794, KALISIZO PHARMACEUTICALS LTD, NDA/PRE/RTP/0777, Retail Pharmacy, 12/01/2018, 578, Bakidde Brian, Lyantonde, South Western Region - Mbarara, Highway Rd
795, KALISIZO PHARMACEUTICALS LTD, NDA/PRE/WHP/0778, Wholesale Pharmacy, 28/03/2018, 578, Bakidde Brian, Lyantonde, South Western Region - Mbarara, Highway Rd
796, Kamcare Pharma Ltd, NDA/PRE/EXT/2253, External Store, 04/01/2018, 378, MICHEAL SEMPA, KAMPALA, Central Region - Nakawa, Johnson Street
